,,CHICK,CHICK,CHICK,CHICK,CHICK,CHICK,CHICK,CHICK,CHPIB,CHPIB,CHPIB,CHPIB,CHPIB,CHPIB,CHPIB,CHPIB,CIOIN,CIOIN,CIOIN,CIOIN,CIOIN,CIOIN,CIOIN,CIOIN,DANRE,DANRE,DANRE,DANRE,DANRE,DANRE,DANRE,DANRE,ECNAU,ECNAU,ECNAU,ECNAU,ECNAU,ECNAU,ECNAU,ECNAU,ERCAL,ERCAL,ERCAL,ERCAL,ERCAL,ERCAL,ERCAL,ERCAL,FELCA,FELCA,FELCA,FELCA,FELCA,FELCA,FELCA,FELCA,GADMO,GADMO,GADMO,GADMO,GADMO,GADMO,GADMO,GADMO,HUMAN,HUMAN,HUMAN,HUMAN,HUMAN,HUMAN,HUMAN,HUMAN,KAKAP,KAKAP,KAKAP,KAKAP,KAKAP,KAKAP,KAKAP,KAKAP,LEPOC,LEPOC,LEPOC,LEPOC,LEPOC,LEPOC,LEPOC,LEPOC,MOUSE,MOUSE,MOUSE,MOUSE,MOUSE,MOUSE,MOUSE,MOUSE,ORANA,ORANA,ORANA,ORANA,ORANA,ORANA,ORANA,ORANA,ORYLA,ORYLA,ORYLA,ORYLA,ORYLA,ORYLA,ORYLA,ORYLA,PHOSI,PHOSI,PHOSI,PHOSI,PHOSI,PHOSI,PHOSI,PHOSI,PODMU,PODMU,PODMU,PODMU,PODMU,PODMU,PODMU,PODMU,SALTR,SALTR,SALTR,SALTR,SALTR,SALTR,SALTR,SALTR,SARHA,SARHA,SARHA,SARHA,SARHA,SARHA,SARHA,SARHA,TAEGU,TAEGU,TAEGU,TAEGU,TAEGU,TAEGU,TAEGU,TAEGU,XENTR,XENTR,XENTR,XENTR,XENTR,XENTR,XENTR,XENTR
OMAAugustus20,10,1010.0,0.5643564356435643,0.6139417815097924,0.0,0.0,1.0,1.0,8.0,1010.0,0.7762376237623763,1.411909454673538,0.0,0.0,1.0,1.0,9.0,1010.0,0.10198019801980197,0.31559411087438405,0.0,0.0,0.0,0.0,3.0,1010.0,0.4514851485148515,0.6854879493607156,0.0,0.0,0.0,1.0,9.0,1010.0,0.4267326732673267,0.5982119192384183,0.0,0.0,0.0,1.0,4.0,1010.0,0.32772277227722774,0.914872037376418,0.0,0.0,0.0,0.0,9.0,1010.0,0.5455445544554456,0.5722393118484836,0.0,0.0,1.0,1.0,7.0,1010.0,0.4495049504950495,0.8111736730959235,0.0,0.0,0.0,1.0,9.0,1010.0,0.5831683168316831,0.6599950906701957,0.0,0.0,1.0,1.0,9.0,1010.0,0.5425742574257426,0.5385710518857555,0.0,0.0,1.0,1.0,5.0,1010.0,0.32475247524752476,0.5374767500157973,0.0,0.0,0.0,1.0,6.0,1010.0,0.5851485148514851,0.8383624297700386,0.0,0.0,1.0,1.0,9.0,1010.0,0.45643564356435645,0.5366481594983764,0.0,0.0,0.0,1.0,4.0,1010.0,0.45544554455445546,0.8004551786748241,0.0,0.0,0.0,1.0,8.0,1010.0,0.5227722772277228,0.5855682928518428,0.0,0.0,0.5,1.0,8.0,1010.0,0.700990099009901,0.8585251429696111,0.0,0.0,1.0,1.0,9.0,1010.0,0.7861386138613862,1.076741192779401,0.0,0.0,0.0,1.0,8.0,1010.0,0.500990099009901,0.5529441964085642,0.0,0.0,0.0,1.0,5.0,1010.0,0.5584158415841585,0.606418808583556,0.0,0.0,1.0,1.0,9.0,1010.0,0.33960396039603963,0.7099155029942885,0.0,0.0,0.0,1.0,9.0
OMAAugustus20,11,999.0,0.6066066066066066,0.5127594376295309,0.0,0.0,1.0,1.0,4.0,999.0,0.8628628628628628,1.3549479621640668,0.0,0.0,1.0,1.0,10.0,999.0,0.12712712712712712,0.35932308723054335,0.0,0.0,0.0,0.0,2.0,999.0,0.5045045045045045,0.6933189107139924,0.0,0.0,0.0,1.0,8.0,999.0,0.5015015015015015,0.7104627099801174,0.0,0.0,0.0,1.0,10.0,999.0,0.33933933933933935,0.9527746443991801,0.0,0.0,0.0,0.0,10.0,999.0,0.5585585585585585,0.5612078338636268,0.0,0.0,1.0,1.0,5.0,999.0,0.5355355355355356,0.8706345372677651,0.0,0.0,0.0,1.0,10.0,999.0,0.6346346346346347,0.7201937236889276,0.0,0.0,1.0,1.0,10.0,999.0,0.6346346346346347,0.5935876803895631,0.0,0.0,1.0,1.0,10.0,999.0,0.3483483483483483,0.4992727925869885,0.0,0.0,0.0,1.0,2.0,999.0,0.6356356356356356,0.8201931510207423,0.0,0.0,1.0,1.0,10.0,999.0,0.5015015015015015,0.5480405501758258,0.0,0.0,0.0,1.0,6.0,999.0,0.5105105105105106,0.7854128763984358,0.0,0.0,0.0,1.0,10.0,999.0,0.5145145145145145,0.5348941606202772,0.0,0.0,1.0,1.0,4.0,999.0,0.6756756756756757,0.8440045059898562,0.0,0.0,1.0,1.0,10.0,999.0,0.92992992992993,1.147924455792937,0.0,0.0,1.0,2.0,7.0,999.0,0.5255255255255256,0.5173339036200592,0.0,0.0,1.0,1.0,3.0,999.0,0.6416416416416416,0.6607426650721149,0.0,0.0,1.0,1.0,9.0,999.0,0.4114114114114114,0.7449966106027122,0.0,0.0,0.0,1.0,10.0
OMAAugustus20,12,826.0,0.6828087167070218,0.68657770866306,0.0,0.0,1.0,1.0,10.0,826.0,0.8414043583535109,1.4125944198827958,0.0,0.0,1.0,1.0,11.0,826.0,0.15738498789346247,0.3838243783592287,0.0,0.0,0.0,0.0,3.0,826.0,0.5992736077481841,0.6913838246060195,0.0,0.0,1.0,1.0,7.0,826.0,0.5617433414043583,0.635658655863185,0.0,0.0,0.0,1.0,5.0,826.0,0.33292978208232443,0.6923340496289264,0.0,0.0,0.0,1.0,9.0,826.0,0.5750605326876513,0.5278271606149758,0.0,0.0,1.0,1.0,3.0,826.0,0.5956416464891041,0.7823386153085257,0.0,0.0,0.0,1.0,9.0,826.0,0.6513317191283293,0.6262766695309174,0.0,0.0,1.0,1.0,6.0,826.0,0.6755447941888619,0.5129191617359377,0.0,0.0,1.0,1.0,3.0,826.0,0.4963680387409201,0.6134740656554156,0.0,0.0,0.0,1.0,5.0,826.0,0.6707021791767555,0.8431046469689869,0.0,0.0,1.0,1.0,11.0,826.0,0.5484261501210653,0.5488974668233032,0.0,0.0,1.0,1.0,5.0,826.0,0.5992736077481841,0.8329280693339749,0.0,0.0,0.0,1.0,11.0,826.0,0.5702179176755447,0.62126689797134,0.0,0.0,1.0,1.0,10.0,826.0,0.7372881355932204,0.7286280386420967,0.0,0.0,1.0,1.0,11.0,826.0,0.9830508474576272,1.079709675828678,0.0,0.0,1.0,2.0,8.0,826.0,0.5774818401937046,0.6223524892550386,0.0,0.0,1.0,1.0,8.0,826.0,0.6610169491525424,0.5560518242282184,0.0,0.0,1.0,1.0,5.0,826.0,0.4830508474576271,0.7708812052209585,0.0,0.0,0.0,1.0,10.0
OMAAugustus20,13,863.0,0.6871378910776361,0.6349518411602276,0.0,0.0,1.0,1.0,12.0,863.0,0.828505214368482,1.55808600075915,0.0,0.0,1.0,1.0,12.0,863.0,0.17265353418308227,0.3932059664175484,0.0,0.0,0.0,0.0,2.0,863.0,0.7531865585168018,0.6933799801999527,0.0,0.0,1.0,1.0,8.0,863.0,0.7358053302433372,0.7077329048531846,0.0,0.0,1.0,1.0,11.0,863.0,0.388180764774044,0.5869416622203559,0.0,0.0,0.0,1.0,8.0,863.0,0.5828505214368482,0.5405013867622869,0.0,0.0,1.0,1.0,4.0,863.0,0.7358053302433372,0.8158547930031539,0.0,0.0,1.0,1.0,9.0,863.0,0.6326767091541136,0.6591833138827581,0.0,0.0,1.0,1.0,12.0,863.0,0.6882966396292005,0.5831666057766882,0.0,0.0,1.0,1.0,9.0,863.0,0.5527230590961761,0.5313283934911085,0.0,0.0,1.0,1.0,4.0,863.0,0.6164542294322132,0.5658969739127425,0.0,0.0,1.0,1.0,4.0,863.0,0.5550405561993047,0.5110559261041661,0.0,0.0,1.0,1.0,2.0,863.0,0.7195828505214369,0.6710270635257393,0.0,0.0,1.0,1.0,8.0,863.0,0.5666280417149478,0.5297625519858231,0.0,0.0,1.0,1.0,4.0,863.0,0.7381228273464658,0.7085947000458471,0.0,0.0,1.0,1.0,10.0,863.0,1.2920046349942063,1.1247143653794012,0.0,0.0,1.0,2.0,11.0,863.0,0.5816917728852838,0.5342022805825223,0.0,0.0,1.0,1.0,4.0,863.0,0.7056778679026651,0.6085643392799521,0.0,0.0,1.0,1.0,8.0,863.0,0.46697566628041715,0.6415692826334378,0.0,0.0,0.0,1.0,7.0
OMAAugustus20,14,839.0,0.7318235995232419,0.5425348331840586,0.0,0.0,1.0,1.0,7.0,839.0,0.7592371871275327,1.1752041978661807,0.0,0.0,1.0,1.0,13.0,839.0,0.19547079856972585,0.40572100445273324,0.0,0.0,0.0,0.0,2.0,839.0,0.734207389749702,0.6020333960184103,0.0,0.0,1.0,1.0,7.0,839.0,0.7604290822407628,0.570606851025488,0.0,0.0,1.0,1.0,3.0,839.0,0.47079856972586415,0.8921793360814007,0.0,0.0,0.0,1.0,12.0,839.0,0.6912991656734208,0.5205175548927917,0.0,0.0,1.0,1.0,4.0,839.0,0.798569725864124,0.7104389409847871,0.0,0.0,1.0,1.0,8.0,839.0,0.7485101311084624,0.5417372806276308,0.0,0.0,1.0,1.0,4.0,839.0,0.735399284862932,0.49731815524999085,0.0,0.0,1.0,1.0,4.0,839.0,0.567342073897497,0.5261028566557817,0.0,0.0,1.0,1.0,4.0,839.0,0.7520858164481525,0.7910853619591158,0.0,0.0,1.0,1.0,11.0,839.0,0.599523241954708,0.5774602955663592,0.0,0.0,1.0,1.0,8.0,839.0,0.7926102502979738,0.8217756718442936,0.0,0.0,1.0,1.0,13.0,839.0,0.6793802145411204,0.5062300147345002,0.0,0.0,1.0,1.0,4.0,839.0,0.768772348033373,0.5771523331448155,0.0,0.0,1.0,1.0,6.0,839.0,1.3528009535160905,1.0116097652430645,0.0,1.0,1.0,2.0,12.0,839.0,0.6471990464839095,0.5755260307954756,0.0,0.0,1.0,1.0,7.0,839.0,0.7163289630512515,0.5221653708073748,0.0,0.0,1.0,1.0,3.0,839.0,0.49821215733015495,0.9072416943286917,0.0,0.0,0.0,1.0,13.0
OMAAugustus20,15,900.0,0.7966666666666666,0.609335968559747,0.0,1.0,1.0,1.0,11.0,900.0,0.8744444444444445,1.517716004796329,0.0,0.0,1.0,1.0,14.0,900.0,0.20555555555555555,0.4411687155950935,0.0,0.0,0.0,0.0,3.0,900.0,0.7866666666666666,0.5767462722150047,0.0,0.0,1.0,1.0,6.0,900.0,0.8111111111111111,0.5775643008074283,0.0,0.0,1.0,1.0,4.0,900.0,0.5777777777777777,1.391038998195256,0.0,0.0,0.0,1.0,14.0,900.0,0.7722222222222223,0.5422172125850787,0.0,0.0,1.0,1.0,6.0,900.0,0.8055555555555556,0.9403642953843036,0.0,0.0,1.0,1.0,13.0,900.0,0.8233333333333334,0.7479374680160711,0.0,1.0,1.0,1.0,12.0,900.0,0.7666666666666667,0.5047053347966429,0.0,0.0,1.0,1.0,5.0,900.0,0.6155555555555555,0.564998963667848,0.0,0.0,1.0,1.0,6.0,900.0,0.7844444444444445,0.657109846704879,0.0,0.0,1.0,1.0,9.0,900.0,0.6577777777777778,0.5086521213911562,0.0,0.0,1.0,1.0,4.0,900.0,0.7666666666666667,0.6012593383816182,0.0,0.0,1.0,1.0,9.0,900.0,0.7433333333333333,0.4852782649555456,0.0,0.0,1.0,1.0,4.0,900.0,0.8133333333333334,0.7754864991376882,0.0,0.0,1.0,1.0,14.0,900.0,1.3933333333333333,0.9211155397654143,0.0,1.0,1.0,2.0,7.0,900.0,0.72,0.49630447434710084,0.0,0.0,1.0,1.0,4.0,900.0,0.81,0.7371517201427771,0.0,0.0,1.0,1.0,14.0,900.0,0.47555555555555556,0.554546605756228,0.0,0.0,0.0,1.0,5.0
OMAAugustus20,16,959.0,0.8498435870698644,0.6150321855709368,0.0,1.0,1.0,1.0,11.0,959.0,0.9092805005213764,1.5349469071847917,0.0,0.0,1.0,1.0,15.0,959.0,0.21376433785192908,0.4251713528328093,0.0,0.0,0.0,0.0,2.0,959.0,0.8435870698644421,0.5449886138509767,0.0,1.0,1.0,1.0,5.0,959.0,0.886339937434828,0.742823039517483,0.0,1.0,1.0,1.0,15.0,959.0,0.5015641293013556,0.8094868434342591,0.0,0.0,0.0,1.0,15.0,959.0,0.8185610010427529,0.45740213845646815,0.0,1.0,1.0,1.0,5.0,959.0,0.8196037539103233,0.701765927455784,0.0,1.0,1.0,1.0,11.0,959.0,0.8748696558915537,0.46929116217170574,0.0,1.0,1.0,1.0,5.0,959.0,0.8415015641293013,0.42850938137277933,0.0,1.0,1.0,1.0,5.0,959.0,0.6600625651720542,0.5398333426486055,0.0,0.0,1.0,1.0,5.0,959.0,0.8467153284671532,0.5174079782480862,0.0,1.0,1.0,1.0,6.0,959.0,0.7424400417101147,0.4977849582061336,0.0,0.0,1.0,1.0,4.0,959.0,0.8508863399374348,0.5125530133089052,0.0,1.0,1.0,1.0,8.0,959.0,0.8060479666319083,0.44759263488030837,0.0,1.0,1.0,1.0,3.0,959.0,0.8852971845672576,0.76958268271503,0.0,1.0,1.0,1.0,15.0,959.0,1.4911366006256517,0.865527860409719,0.0,1.0,2.0,2.0,7.0,959.0,0.7591240875912408,0.5162875995230468,0.0,0.0,1.0,1.0,7.0,959.0,0.8383733055265902,0.48779237510167095,0.0,1.0,1.0,1.0,7.0,959.0,0.5610010427528676,0.958524788051919,0.0,0.0,1.0,1.0,15.0
OMAAugustus20,17,981.0,0.8888888888888888,0.6017736445494904,0.0,1.0,1.0,1.0,16.0,981.0,0.8878695208970439,1.2419806627445134,0.0,1.0,1.0,1.0,16.0,981.0,0.24566768603465852,0.4469786184742056,0.0,0.0,0.0,0.0,2.0,981.0,0.9306829765545361,0.5883966821082772,0.0,1.0,1.0,1.0,7.0,981.0,0.9367991845056065,0.5111826518080776,0.0,1.0,1.0,1.0,6.0,981.0,0.5249745158002038,1.0155113944250138,0.0,0.0,0.0,1.0,16.0,981.0,0.855249745158002,0.38524503706617513,0.0,1.0,1.0,1.0,3.0,981.0,0.8960244648318043,0.6572938455522471,0.0,1.0,1.0,1.0,12.0,981.0,0.9051987767584098,0.4068087429058336,0.0,1.0,1.0,1.0,4.0,981.0,0.8868501529051988,0.3676183232709823,0.0,1.0,1.0,1.0,2.0,981.0,0.7145769622833843,0.46519860739888813,0.0,0.0,1.0,1.0,2.0,981.0,0.8939857288481141,0.6554127191695226,0.0,1.0,1.0,1.0,16.0,981.0,0.746177370030581,0.46047686588793374,0.0,0.0,1.0,1.0,2.0,981.0,0.908256880733945,0.4376923708450657,0.0,1.0,1.0,1.0,3.0,981.0,0.8450560652395515,0.4291050510220838,0.0,1.0,1.0,1.0,4.0,981.0,0.928644240570846,0.7471067301016796,0.0,1.0,1.0,1.0,16.0,981.0,1.6156982670744138,0.9804821006426722,0.0,1.0,2.0,2.0,14.0,981.0,0.8409785932721713,0.5042600767971707,0.0,1.0,1.0,1.0,7.0,981.0,0.926605504587156,0.43414894031637563,0.0,1.0,1.0,1.0,4.0,981.0,0.6218144750254841,0.7218832868484185,0.0,0.0,1.0,1.0,16.0
OMAAugustus20,18,973.0,0.9383350462487153,0.6020370963705634,0.0,1.0,1.0,1.0,17.0,973.0,0.8848920863309353,0.8006606799080929,0.0,1.0,1.0,1.0,14.0,973.0,0.28365878725590954,0.47108815317638464,0.0,0.0,0.0,1.0,3.0,973.0,0.9630010277492291,0.4764711212894344,0.0,1.0,1.0,1.0,5.0,973.0,0.9938335046248715,0.6102375920515125,0.0,1.0,1.0,1.0,9.0,973.0,0.591983556012333,0.8018865819205958,0.0,0.0,1.0,1.0,15.0,973.0,0.9105858170606372,0.3729828685761749,0.0,1.0,1.0,1.0,5.0,973.0,0.9537512846865365,0.597421420535715,0.0,1.0,1.0,1.0,8.0,973.0,0.9630010277492291,0.3777070154301022,0.0,1.0,1.0,1.0,5.0,973.0,0.9270298047276464,0.31723327498365433,0.0,1.0,1.0,1.0,3.0,973.0,0.7708119218910586,0.46689925705265706,0.0,1.0,1.0,1.0,4.0,973.0,0.9578622816032888,0.4961501514498185,0.0,1.0,1.0,1.0,7.0,973.0,0.8047276464542652,0.44548287578723034,0.0,1.0,1.0,1.0,6.0,973.0,0.9424460431654677,0.4360043257058632,0.0,1.0,1.0,1.0,3.0,973.0,0.9105858170606372,0.470553660064698,0.0,1.0,1.0,1.0,11.0,973.0,0.9537512846865365,0.6856245896952261,0.0,1.0,1.0,1.0,15.0,973.0,1.736896197327852,0.8961769662582161,0.0,1.0,2.0,2.0,14.0,973.0,0.894141829393628,0.39033673395154417,0.0,1.0,1.0,1.0,5.0,973.0,0.9434737923946557,0.39269442064520155,0.0,1.0,1.0,1.0,3.0,973.0,0.6752312435765673,0.5185579412627899,0.0,0.0,1.0,1.0,5.0
OMAAugustus20,19,749.0,0.9078771695594126,0.3594475944109332,0.0,1.0,1.0,1.0,4.0,749.0,1.0427236315086783,1.4773842525450436,0.0,1.0,1.0,1.0,18.0,749.0,0.3030707610146863,0.49354514940874594,0.0,0.0,0.0,1.0,4.0,749.0,0.9933244325767691,0.5105394836727931,0.0,1.0,1.0,1.0,6.0,749.0,1.0520694259012016,0.48914594946649903,0.0,1.0,1.0,1.0,5.0,749.0,0.6675567423230975,1.0094616747448504,0.0,0.0,1.0,1.0,18.0,749.0,0.9305740987983978,0.3358878671145401,0.0,1.0,1.0,1.0,3.0,749.0,0.9959946595460614,0.5386008611875552,0.0,1.0,1.0,1.0,5.0,749.0,0.9826435246995995,0.5697057663291021,0.0,1.0,1.0,1.0,10.0,749.0,0.9292389853137517,0.32957935072549294,0.0,1.0,1.0,1.0,3.0,749.0,0.8251001335113485,0.40729989590044935,0.0,1.0,1.0,1.0,2.0,749.0,1.0173564753004005,0.6234867947144365,0.0,1.0,1.0,1.0,8.0,749.0,0.8731642189586115,0.4891204055490045,0.0,1.0,1.0,1.0,8.0,749.0,1.0093457943925233,0.5556402332166506,0.0,1.0,1.0,1.0,9.0,749.0,0.9078771695594126,0.3519303617832924,0.0,1.0,1.0,1.0,3.0,749.0,0.9759679572763685,0.589080021473453,0.0,1.0,1.0,1.0,10.0,749.0,1.9292389853137517,0.8799988349390901,0.0,2.0,2.0,2.0,8.0,749.0,0.9185580774365821,0.4137219265620617,0.0,1.0,1.0,1.0,4.0,749.0,0.9612817089452603,0.41669242808681206,0.0,1.0,1.0,1.0,5.0,749.0,0.7770360480640854,0.6330524262391299,0.0,0.0,1.0,1.0,9.0
OMAAugustus20,20,560.0,0.9321428571428572,0.3314774984374584,0.0,1.0,1.0,1.0,3.0,560.0,1.0267857142857142,1.2233551728199463,0.0,1.0,1.0,1.0,19.0,560.0,0.36964285714285716,0.5424451508037127,0.0,0.0,0.0,1.0,5.0,560.0,1.1,0.5221395367959698,0.0,1.0,1.0,1.0,5.0,560.0,1.0910714285714285,0.4601379530693408,0.0,1.0,1.0,1.0,3.0,560.0,0.8232142857142857,1.1392322480518524,0.0,0.0,1.0,1.0,15.0,560.0,0.925,0.35601149707068686,0.0,1.0,1.0,1.0,3.0,560.0,1.0714285714285714,0.696455191585965,0.0,1.0,1.0,1.0,10.0,560.0,0.9928571428571429,0.4821898255416274,0.0,1.0,1.0,1.0,5.0,560.0,0.9803571428571428,0.8593211205027433,0.0,1.0,1.0,1.0,19.0,560.0,0.9,0.4640954808922571,0.0,1.0,1.0,1.0,6.0,560.0,0.9428571428571428,0.4233173120005927,0.0,1.0,1.0,1.0,4.0,560.0,0.9160714285714285,0.6115398277296137,0.0,1.0,1.0,1.0,11.0,560.0,1.0857142857142856,0.8045996062951397,0.0,1.0,1.0,1.0,16.0,560.0,0.9232142857142858,0.41375762759500734,0.0,1.0,1.0,1.0,5.0,560.0,1.0071428571428571,0.7798575951050196,0.0,1.0,1.0,1.0,17.0,560.0,2.1535714285714285,1.144945223821091,0.0,2.0,2.0,2.0,17.0,560.0,0.9035714285714286,0.3657835394753106,0.0,1.0,1.0,1.0,3.0,560.0,1.0160714285714285,0.718843432465423,0.0,1.0,1.0,1.0,15.0,560.0,0.8392857142857143,1.1392616903415955,0.0,1.0,1.0,1.0,19.0
OMAAugustus20,21,313.0,0.952076677316294,0.49446017624942934,0.0,1.0,1.0,1.0,6.0,313.0,1.3801916932907348,2.6733233353718364,0.0,1.0,1.0,1.0,20.0,313.0,0.4792332268370607,0.5492273593201381,0.0,0.0,0.0,1.0,3.0,313.0,1.1309904153354633,0.6445764684083561,0.0,1.0,1.0,1.0,5.0,313.0,1.1246006389776357,0.5832616487452491,0.0,1.0,1.0,1.0,3.0,313.0,0.7763578274760383,1.2839555367173197,0.0,0.0,1.0,1.0,20.0,313.0,0.9808306709265175,0.4866321467348478,0.0,1.0,1.0,1.0,4.0,313.0,1.1118210862619808,0.6432247034818619,0.0,1.0,1.0,1.0,5.0,313.0,1.0447284345047922,0.5643631591225502,0.0,1.0,1.0,1.0,5.0,313.0,0.9329073482428115,0.4221095309652788,0.0,1.0,1.0,1.0,2.0,313.0,0.8562300319488818,0.5504379126056388,0.0,1.0,1.0,1.0,6.0,313.0,0.9744408945686901,0.5304676430976315,0.0,1.0,1.0,1.0,3.0,313.0,0.9297124600638977,0.5443582263493859,0.0,1.0,1.0,1.0,5.0,313.0,1.1182108626198084,0.595458770782779,0.0,1.0,1.0,1.0,4.0,313.0,0.9105431309904153,0.3982944716092911,0.0,1.0,1.0,1.0,2.0,313.0,1.2587859424920127,1.7723285590827158,0.0,1.0,1.0,1.0,17.0,313.0,2.2332268370607027,1.1265650664835358,0.0,2.0,2.0,3.0,7.0,313.0,0.9329073482428115,0.4654438683592966,0.0,1.0,1.0,1.0,3.0,313.0,1.0319488817891374,0.47931746071657355,0.0,1.0,1.0,1.0,2.0,313.0,0.8402555910543131,0.7595814880761212,0.0,0.0,1.0,1.0,6.0
OMAAugustus20,22,220.0,0.8954545454545455,0.46126416794245606,0.0,1.0,1.0,1.0,3.0,220.0,1.5454545454545454,3.3464664486572064,0.0,1.0,1.0,1.0,21.0,220.0,0.41363636363636364,0.5943381680763727,0.0,0.0,0.0,1.0,4.0,220.0,1.3181818181818181,1.3611156999044423,0.0,1.0,1.0,2.0,18.0,220.0,1.3636363636363635,1.108104413978644,0.0,1.0,1.0,2.0,10.0,220.0,0.7772727272727272,1.289377683661753,0.0,0.0,1.0,1.0,13.0,220.0,0.8909090909090909,0.5944254667604817,0.0,1.0,1.0,1.0,5.0,220.0,1.4,1.0912687936107563,0.0,1.0,1.0,2.0,10.0,220.0,1.059090909090909,0.8337400418902913,0.0,1.0,1.0,1.0,7.0,220.0,0.8727272727272727,0.45045062995744356,0.0,1.0,1.0,1.0,3.0,220.0,0.8181818181818182,0.5351877267503983,0.0,0.75,1.0,1.0,2.0,220.0,1.1045454545454545,0.9279905490422112,0.0,1.0,1.0,1.0,8.0,220.0,0.8636363636363636,0.49614537432248856,0.0,1.0,1.0,1.0,4.0,220.0,1.3772727272727272,1.0285565619251507,0.0,1.0,1.0,2.0,9.0,220.0,0.8818181818181818,0.49160659517216654,0.0,1.0,1.0,1.0,3.0,220.0,1.0136363636363637,0.8022772693629605,0.0,1.0,1.0,1.0,7.0,220.0,2.727272727272727,1.6014211206442532,0.0,2.0,3.0,4.0,15.0,220.0,0.8863636363636364,0.5740153010111626,0.0,1.0,1.0,1.0,4.0,220.0,1.05,0.7165684333228078,0.0,1.0,1.0,1.0,7.0,220.0,0.740909090909091,0.9320077463124353,0.0,0.0,1.0,1.0,11.0
OMAAugustus20,23,179.0,0.9385474860335196,0.6285529231709853,0.0,1.0,1.0,1.0,7.0,179.0,1.5921787709497206,3.1023994431633164,0.0,1.0,1.0,1.0,22.0,179.0,0.4972067039106145,0.767121437407459,0.0,0.0,0.0,1.0,7.0,179.0,1.3966480446927374,0.8767854619107603,0.0,1.0,1.0,2.0,6.0,179.0,1.4078212290502794,0.9278132145641327,0.0,1.0,1.0,2.0,8.0,179.0,0.9273743016759777,2.2436625679147317,0.0,0.0,1.0,1.0,22.0,179.0,0.8938547486033519,0.45581905674441586,0.0,1.0,1.0,1.0,2.0,179.0,1.547486033519553,1.45019636158811,0.0,1.0,1.0,2.0,12.0,179.0,1.0,0.6271032028034079,0.0,1.0,1.0,1.0,4.0,179.0,0.9162011173184358,0.5596096992586552,0.0,1.0,1.0,1.0,5.0,179.0,0.7597765363128491,0.5009563385707656,0.0,0.0,1.0,1.0,2.0,179.0,1.094972067039106,0.9037545743596767,0.0,1.0,1.0,1.0,6.0,179.0,0.9162011173184358,0.6940477947137784,0.0,1.0,1.0,1.0,6.0,179.0,1.4972067039106145,1.9699264278624116,0.0,1.0,1.0,2.0,22.0,179.0,0.9553072625698324,0.5690641741252048,0.0,1.0,1.0,1.0,3.0,179.0,1.23463687150838,1.854459022538191,0.0,1.0,1.0,1.0,22.0,179.0,2.7318435754189943,1.8254266726416704,0.0,2.0,3.0,4.0,18.0,179.0,0.9162011173184358,0.5178988272622785,0.0,1.0,1.0,1.0,3.0,179.0,0.9832402234636871,0.5754808476512775,0.0,1.0,1.0,1.0,4.0,179.0,0.7932960893854749,0.6676806884478496,0.0,0.0,1.0,1.0,4.0
OMAAugustus20,24,121.0,0.9338842975206612,0.5281340926646477,0.0,1.0,1.0,1.0,2.0,121.0,1.4710743801652892,3.304225527425171,0.0,1.0,1.0,1.0,23.0,121.0,0.5371900826446281,0.6060984836648468,0.0,0.0,0.0,1.0,3.0,121.0,1.3388429752066116,0.8119289686528872,0.0,1.0,1.0,2.0,3.0,121.0,1.396694214876033,0.8008260198380087,0.0,1.0,2.0,2.0,3.0,121.0,0.9173553719008265,2.1314579394532753,0.0,0.0,1.0,1.0,23.0,121.0,1.0082644628099173,0.8514288751719571,0.0,1.0,1.0,1.0,8.0,121.0,1.512396694214876,1.6335834968933527,0.0,1.0,1.0,2.0,14.0,121.0,1.1900826446280992,1.4394098882688975,0.0,1.0,1.0,1.0,15.0,121.0,0.9421487603305785,0.4707710105270046,0.0,1.0,1.0,1.0,2.0,121.0,0.8099173553719008,0.6989760318587095,0.0,0.0,1.0,1.0,5.0,121.0,1.421487603305785,1.7642376357117282,0.0,1.0,1.0,1.0,13.0,121.0,0.8842975206611571,0.5031580706667985,0.0,1.0,1.0,1.0,3.0,121.0,1.4462809917355373,0.9305053575265834,0.0,1.0,2.0,2.0,6.0,121.0,1.0330578512396693,0.8259730049818079,0.0,1.0,1.0,1.0,5.0,121.0,1.6363636363636365,3.3115957885386114,0.0,1.0,1.0,1.0,23.0,121.0,2.7768595041322315,1.4111910058870198,0.0,2.0,3.0,4.0,6.0,121.0,0.8925619834710744,0.49668321380537217,0.0,1.0,1.0,1.0,2.0,121.0,1.0165289256198347,0.6053025562253993,0.0,1.0,1.0,1.0,3.0,121.0,0.8347107438016529,1.2671957717602054,0.0,0.0,1.0,1.0,13.0
